,p,q,m,SSE,MSE,RMSE,MAE,MAPE,Adjusted-R2,AIC,q/p,t*,t**
아웃오브스탁,0.049389289,0.390757576,54914,6205873864,443276704.6,21054.13747,16280.25322,0.888732105,-0.785610683,284.7358665,7.911787841,4.699235509,1.707148094
어픽스,0.017488246,0.329510218,81297,17191868741,818660416.2,28612.24242,20073.79468,1.442663861,-0.807741768,436.9867784,18.84181029,8.461358353,4.666073839
사이다경제,0.017851839,0.309330889,322445,2.29728E+11,10939417029,104591.6681,82402.15843,0.819031361,-0.815172424,491.4284052,17.32767651,8.71777384,4.692628907
에임,1.99936E-07,0.720504171,1034337,3.56889E+12,1.69947E+11,412246.6882,263344.9463,0.899119845,-0.905420486,549.0338427,3603678.583,20.95402376,19.12619599
마카롱팩토리,0.020592286,0.36796945,2191428,9.16961E+12,4.36648E+11,660793.6557,501847.4097,0.549682186,-0.911168628,568.8502698,17.86928637,7.419885007,4.030570575
아이헤이트플라잉버그스,0.089478238,0.583862649,354651,2.91397E+11,15336698194,123841.4236,87589.30266,0.626983624,-0.922696835,451.616773,6.525191605,2.785617735,0.829761613
이스트몹,0.251059445,0.076872836,7900915,8.17281E+13,3.89182E+12,1972768.659,1658640.144,0.329588698,-0.935475407,614.787838,0.306193761,-3.609090165,-7.625034839
넷마블에프앤씨,0.01971733,0.354377827,821783,1.91802E+12,1.00948E+11,317723.4779,249418.1903,2.011748047,-0.958487077,487.4195953,17.97291116,7.722275015,4.201892914
텔레센트로,0.026626953,0.363324952,5793,68645260.59,4037956.505,2009.466722,1580.792036,1.185519147,-1.061795292,264.5912382,13.64500666,6.701784522,3.324552921
트리플,0.021374189,0.365480502,2487559,1.61442E+13,8.0721E+11,898448.3956,680568.6759,0.964305756,-1.13071834,554.336982,17.09915202,7.338747442,3.934477239
스무디,0.069569305,0.429472798,215761,1.27919E+11,7524622180,86744.58012,64121.86847,1.255982211,-1.143006564,392.6045894,6.173308742,3.647457689,1.008486172
와그,0.07568892,0.287807819,405732,3.50219E+11,16677077533,129139.7597,101774.6812,0.509587597,-1.215064663,500.2833212,3.802509271,3.67447914,0.051453794
비트바이트,0.020723681,0.211742178,1182982,2.85176E+12,1.67751E+11,409573.601,318078.2719,0.755219317,-1.220451522,445.3776446,10.21740203,9.99756418,4.332397256
웨이버스,0.033460994,0.419004561,43481,5817351711,277016748.1,16643.82012,13400.7666,1.135201385,-1.228565159,414.231359,12.5221791,5.586063674,2.67543792
이스트컨트롤,4.55272E-07,0.86365507,19417,966911108.6,60431944.29,7773.798575,5318.478829,0.917711695,-1.250292437,292.6724544,1897007.654,16.73790979,15.21304501
타이어비즈,0.017946724,0.323855172,34783,3735483179,177880151.4,13337.17179,10826.814,1.36390933,-1.360696715,404.9290321,18.04536426,8.463641841,4.610655903
망고슬래브,0.021727796,0.346024554,151327,56178123489,3121006860,55865.9723,44899.46544,0.737652199,-1.400897213,399.505587,15.92543285,7.526579731,3.945479848
얄라팩토리,0.133632018,0.13363376,24560,545478455.5,49588950.5,7041.942239,6356.773164,0.442330077,-1.451540946,200.9120645,1.000013033,4.87652E-05,-4.927472849
에이비티아시아,0.024839274,0.318785969,104245,52105435874,2481211232,49811.75797,39469.9117,2.808277606,-1.547555381,460.2722662,12.83394896,7.426968693,3.594427505
타이드스퀘어,0.022621825,0.376925588,316548,3.4363E+11,16363334380,127919.2495,96704.10523,0.927692779,-1.632134892,499.8844882,16.66203276,7.040798044,3.744673844
캐시카우,0.022924381,0.381464115,252438,1.99561E+11,9502895003,97482.79337,73159.28515,0.869491582,-1.77105556,488.4721089,16.64010526,6.953253593,3.696588503
체커,0.019180313,0.32452265,30120,2866301625,136490553.6,11682.91717,9264.3394,0.946756738,-1.79672016,399.3670853,16.91957049,8.229405266,4.397730707
뉴스젤리,0.064333555,0.461640092,26623,3334661304,158793395.4,12601.32514,9440.000088,1.54521758,-2.004024148,402.5454048,7.175727955,3.74677367,1.24292599
오지큐,0.759814978,1.614102069,779890,1.48005E+12,70478704146,265478.2555,208860.9826,0.516975858,-2.09296512,530.5501051,2.124335682,0.317390675,-0.237370874
홈마스터,0.022470875,0.338838976,28542,2082750291,115708349.5,10756.78156,8578.494125,0.794766073,-2.210619436,340.1985004,15.07902896,7.509634634,3.864680325
집닥,0.028113639,0.366638924,296701,3.68144E+11,17530679968,132403.4742,109514.9994,1.048431312,-2.225948042,501.3315848,13.04131871,6.505651695,3.169491221
위버스마인드,0.039326624,0.427400075,1410908,1.2312E+13,5.86285E+11,765692.6277,623876.6607,2.852727979,-2.274604304,575.0385162,10.86795735,5.111811196,2.290121546
글로우데이즈,0.282347836,0.353291016,1323176,4.99457E+12,2.37837E+11,487684.8982,385666.056,0.650847667,-2.318157652,556.0918406,1.251261639,0.352641052,-1.719223961
마타컴퍼니,0.021993987,0.307785032,38443,5568643430,265173496.7,16284.14863,13380.77471,1.144849387,-2.326327866,413.3137924,13.9940533,8.001213901,4.007758226
투데잇,0.038666253,0.447304489,1134765,5.50524E+12,2.62154E+11,512009.9864,393167.9259,1.146691298,-2.366393228,558.1361752,11.56834343,5.037900726,2.32794767
하우스미디어,0.631748383,1.783555235,441975,6.23088E+11,29670863742,172252.3258,144700.172,0.698326584,-2.539411868,512.382059,2.823205066,0.429706965,-0.115548665
래드손,0.035977099,0.428352246,23665,2675104444,127385925.9,11286.53737,9294.213631,1.229975837,-2.553352872,397.9173683,11.90624748,5.334711848,2.498453683
탐생,0.086525173,0.336090755,2771405,3.97915E+13,1.89483E+12,1376528.885,1078464.278,1.635928948,-2.681243423,599.6731747,3.884311835,3.210825109,0.094620043
더블유아일랜드,0.025623012,0.353273053,464731,8.6436E+11,41159998452,202879.2706,170549.4378,1.181972516,-2.771243116,519.2553869,13.78733536,6.924723397,3.448947267
라이앤캐처스,0.021538893,0.321500694,165979,1.11167E+11,5293649976,72757.47368,57808.62003,1.520756335,-2.830486244,476.1852503,14.92651902,7.879963528,4.040879211
제플린엑스,0.763592719,0.590296677,96176,12327247786,587011799.3,24228.32638,20306.89405,0.314812314,-3.04085162,430.0016651,0.773051736,-0.1901258,-1.162847723
아티스츠카드,0.027569371,0.372844806,499034,1.12478E+12,53560848789,231432.1689,181680.6461,1.45033474,-3.084721549,524.7857683,13.52387798,6.504407223,3.215418037
체인로지스,0.062770234,0.367017868,101166,29745920654,1416472412,37636.05203,30460.93676,0.691739134,-3.232519878,448.5001434,5.847004973,4.108837713,1.044634929
트라이어스앤컴퍼니,0.063859112,0.210828217,242534,1.74992E+11,8332942827,91284.954,75461.32967,0.739402422,-3.307801347,485.7131327,3.301458631,4.348086905,-0.446302044
매드스퀘어,0.026952813,0.316840937,211568,2.84556E+11,13550274144,116405.6448,96731.92934,2.644859461,-3.336802125,495.9231249,11.75539385,7.167995872,3.337333174
온오프믹스,0.093140418,0.203736897,582222,1.31805E+12,62764208454,250527.8596,207185.2786,0.941697309,-3.383077123,528.1156672,2.187416606,2.636514058,-1.799520049
애딧,0.08858076,0.212660801,571152,1.64338E+12,78256355996,279743.3752,230410.499,1.462818312,-3.395251859,532.7483737,2.400756104,2.907247349,-1.464519582
브로콜릭,0.078618997,0.315310997,128086,97861893261,4660090155,68264.853,55905.47938,2.30365665,-3.580155637,473.5083133,4.010620956,3.525870336,0.182743597
와이즈모바일,0.034352133,0.390339224,62958,14214649232,676888058.7,26017.07245,22427.31624,0.855006085,-3.598250686,432.9933458,11.36288167,5.722631295,2.621654843
